customer_id,order_id,customer_age,age_group,customer_region,customer_tenure_months,tenure_group,order_value,items_quantity,discount_value,payment_installments,delivery_time_days,delivery_delay_days,had_delivery_delay,delivery_delay_ratio,freight_value,freight_exceeds_order_value,delivery_attempts,customer_service_contacts,had_customer_service_contact,resolution_time_days,complaints_count,had_complaint,repeat_purchase_30d,csat_internal_score,nps_score,nps_category
1417,51417,44,35 a 44 anos,Nordeste,8,Até 12 meses,220.46,4,23.75,8,10,1,1,0.1,46.25,0,3,2,1,1,5,1,0,5.8,4.0,Detrator
1418,51418,42,35 a 44 anos,Sul,110,Mais de 72 meses,85.18,6,17.14,4,9,2,1,0.2222222222222222,36.32,0,2,5,1,6,7,1,0,0.0,0.0,Detrator
1419,51419,38,35 a 44 anos,Sul,8,Até 12 meses,702.2,3,4.21,6,5,1,1,0.2,38.38,0,2,2,1,2,7,1,0,5.6,3.4,Detrator
1420,51420,63,55 a 64 anos,Nordeste,7,Até 12 meses,54.96,3,7.99,7,6,3,1,0.5,48.07,0,1,0,0,6,3,1,0,2.8,5.2,Detrator
1421,51421,25,25 a 34 anos,Nordeste,61,49 a 72 meses,225.31,3,9.02,7,14,0,0,0.0,40.69,0,1,2,1,4,4,1,1,5.6,9.4,Promotor
1422,51422,63,55 a 64 anos,Sul,103,Mais de 72 meses,222.54,2,63.18,2,8,2,1,0.25,19.64,0,2,2,1,5,5,1,0,2.3,3.5,Detrator
1423,51423,51,45 a 54 anos,Centro-Oeste,40,25 a 48 meses,369.2,4,21.99,6,7,6,1,0.8571428571428571,41.88,0,3,3,1,7,8,1,0,0.0,0.0,Detrator
1424,51424,32,25 a 34 anos,Centro-Oeste,2,Até 12 meses,157.16,4,41.93,5,4,1,1,0.25,44.17,0,1,1,1,5,3,1,0,5.5,6.8,Detrator
1425,51425,52,45 a 54 anos,Sudeste,29,25 a 48 meses,661.76,1,18.87,11,13,0,0,0.0,60.04,0,1,2,1,3,3,1,1,5.0,8.4,Neutro
1426,51426,43,35 a 44 anos,Centro-Oeste,25,25 a 48 meses,502.31,2,19.56,5,7,3,1,0.42857142857142855,40.43,0,3,3,1,1,6,1,0,3.5,0.8,Detrator
1427,51427,53,45 a 54 anos,Sul,83,Mais de 72 meses,246.89,3,68.36,10,2,1,1,0.5,56.74,0,2,0,0,9,4,1,0,4.1,4.2,Detrator
1428,51428,51,45 a 54 anos,Sudeste,37,25 a 48 meses,591.29,5,32.86,4,9,2,1,0.2222222222222222,55.76,0,3,1,1,11,3,1,0,0.4,3.6,Detrator
1429,51429,52,45 a 54 anos,Nordeste,112,Mais de 72 meses,204.45,6,1.19,4,14,2,1,0.14285714285714285,35.5,0,2,1,1,1,4,1,1,6.5,8.0,Neutro
1430,51430,32,25 a 34 anos,Sudeste,16,13 a 24 meses,868.25,1,4.04,11,8,1,1,0.125,37.17,0,2,0,0,0,2,1,0,8.1,7.1,Neutro
1431,51431,20,Até 24 anos,Sudeste,68,49 a 72 meses,359.73,3,14.05,9,3,1,1,0.3333333333333333,65.13,0,3,3,1,11,6,1,0,0.0,3.9,Detrator
1432,51432,58,55 a 64 anos,Centro-Oeste,26,25 a 48 meses,414.43,2,35.55,6,11,0,0,0.0,32.31,0,1,1,1,10,1,1,0,3.4,7.5,Neutro
1433,51433,26,25 a 34 anos,Sul,1,Até 12 meses,196.28,4,16.38,7,12,3,1,0.25,23.0,0,1,1,1,11,4,1,0,0.0,4.0,Detrator
1434,51434,53,45 a 54 anos,Norte,117,Mais de 72 meses,416.24,6,32.2,4,3,1,1,0.3333333333333333,43.04,0,1,1,1,6,7,1,0,4.9,4.2,Detrator
1435,51435,69,65 anos ou mais,Nordeste,28,25 a 48 meses,764.79,6,27.85,1,3,1,1,0.3333333333333333,49.9,0,1,3,1,9,4,1,0,0.9,6.8,Detrator
1436,51436,60,55 a 64 anos,Sul,25,25 a 48 meses,252.85,4,1.99,11,8,2,1,0.25,24.37,0,2,1,1,9,4,1,0,0.8,4.1,Detrator
1438,51438,27,25 a 34 anos,Centro-Oeste,70,49 a 72 meses,323.7,1,1.81,10,4,0,0,0.0,49.08,0,3,5,1,3,8,1,0,2.7,4.1,Detrator
1439,51439,47,45 a 54 anos,Sudeste,86,Mais de 72 meses,180.27,6,0.28,8,11,1,1,0.09090909090909091,33.55,0,3,1,1,1,4,1,0,7.8,5.3,Detrator
1440,51440,59,55 a 64 anos,Sudeste,24,13 a 24 meses,48.24,6,15.61,9,13,3,1,0.23076923076923078,34.29,0,3,1,1,8,3,1,0,0.0,1.1,Detrator
1442,51442,34,25 a 34 anos,Sudeste,61,49 a 72 meses,94.49,3,3.7,7,11,1,1,0.09090909090909091,63.15,0,1,3,1,11,7,1,0,0.0,0.0,Detrator
1443,51443,42,35 a 44 anos,Centro-Oeste,85,Mais de 72 meses,239.77,5,65.11,10,4,2,1,0.5,44.37,0,1,1,1,3,4,1,0,5.6,2.4,Detrator
1444,51444,28,25 a 34 anos,Norte,112,Mais de 72 meses,448.35,5,5.93,3,5,1,1,0.2,35.76,0,1,1,1,10,3,1,0,0.7,5.3,Detrator
1445,51445,64,55 a 64 anos,Nordeste,111,Mais de 72 meses,490.0,5,28.7,7,8,1,1,0.125,42.94,0,3,1,1,4,5,1,0,4.8,0.1,Detrator
1446,51446,48,45 a 54 anos,Sudeste,47,25 a 48 meses,245.86,2,13.17,5,9,0,0,0.0,21.03,0,1,1,1,2,3,1,0,8.4,5.8,Detrator
1448,51448,42,35 a 44 anos,Nordeste,107,Mais de 72 meses,435.57,4,85.36,10,3,1,1,0.3333333333333333,43.82,0,3,1,1,7,4,1,0,3.7,6.8,Detrator
1449,51449,43,35 a 44 anos,Norte,109,Mais de 72 meses,324.93,6,0.36,11,10,4,1,0.4,11.57,0,1,1,1,0,4,1,0,4.9,5.2,Detrator
1450,51450,56,55 a 64 anos,Nordeste,93,Mais de 72 meses,751.01,1,20.08,5,6,2,1,0.3333333333333333,50.99,0,3,1,1,0,5,1,0,6.6,3.7,Detrator
1451,51451,30,25 a 34 anos,Sul,53,49 a 72 meses,1262.26,6,7.92,4,12,2,1,0.16666666666666666,29.41,0,1,1,1,4,3,1,0,4.5,2.6,Detrator
1452,51452,47,45 a 54 anos,Norte,106,Mais de 72 meses,138.62,4,4.05,3,7,3,1,0.42857142857142855,31.24,0,3,0,0,10,2,1,0,0.0,4.1,Detrator
1453,51453,20,Até 24 anos,Centro-Oeste,82,Mais de 72 meses,270.85,4,66.21,10,6,2,1,0.3333333333333333,50.27,0,3,1,1,9,3,1,0,1.2,7.5,Neutro
1454,51454,48,45 a 54 anos,Centro-Oeste,116,Mais de 72 meses,454.45,1,15.58,8,8,3,1,0.375,32.91,0,2,2,1,5,5,1,0,2.0,6.2,Detrator
1455,51455,38,35 a 44 anos,Sudeste,30,25 a 48 meses,465.63,5,11.2,3,7,1,1,0.14285714285714285,37.46,0,3,1,1,5,3,1,0,5.2,3.2,Detrator
1456,51456,63,55 a 64 anos,Sul,113,Mais de 72 meses,288.19,6,25.26,10,13,0,0,0.0,34.68,0,3,2,1,6,3,1,1,4.4,8.7,Neutro
1457,51457,52,45 a 54 anos,Norte,35,25 a 48 meses,250.99,3,1.29,1,4,4,1,1.0,38.52,0,1,1,1,10,4,1,0,0.0,1.1,Detrator
1458,51458,46,45 a 54 anos,Sul,20,13 a 24 meses,585.77,5,48.92,8,14,3,1,0.21428571428571427,40.15,0,1,2,1,10,5,1,0,0.0,3.0,Detrator
1459,51459,30,25 a 34 anos,Norte,33,25 a 48 meses,450.21,2,12.47,1,8,2,1,0.25,38.85,0,3,1,1,4,3,1,0,3.4,5.6,Detrator
1460,51460,47,45 a 54 anos,Centro-Oeste,70,49 a 72 meses,778.49,2,12.21,9,4,3,1,0.75,35.92,0,3,0,0,11,1,1,0,0.0,6.3,Detrator
1461,51461,23,Até 24 anos,Nordeste,66,49 a 72 meses,302.48,1,40.62,11,6,1,1,0.16666666666666666,43.64,0,3,1,1,0,3,1,0,6.0,3.7,Detrator
1462,51462,28,25 a 34 anos,Sul,21,13 a 24 meses,644.59,5,48.61,7,9,0,0,0.0,22.86,0,2,1,1,8,1,1,0,3.7,6.6,Detrator
1463,51463,28,25 a 34 anos,Sudeste,87,Mais de 72 meses,143.26,6,49.8,7,9,2,1,0.2222222222222222,21.84,0,1,1,1,4,4,1,0,3.6,5.7,Detrator
1464,51464,21,Até 24 anos,Sul,52,49 a 72 meses,455.0,1,34.0,11,12,2,1,0.16666666666666666,24.57,0,3,1,1,8,3,1,0,1.2,3.6,Detrator
1465,51465,67,65 anos ou mais,Norte,83,Mais de 72 meses,106.93,4,31.03,10,13,1,1,0.07692307692307693,28.97,0,1,1,1,3,3,1,1,5.7,8.7,Neutro
1466,51466,39,35 a 44 anos,Centro-Oeste,99,Mais de 72 meses,1008.07,5,37.41,7,8,1,1,0.125,32.72,0,2,1,1,0,4,1,0,7.1,5.5,Detrator
1467,51467,51,45 a 54 anos,Sudeste,15,13 a 24 meses,1070.81,3,68.36,10,4,2,1,0.5,32.49,0,3,2,1,11,5,1,0,0.0,5.8,Detrator
1468,51468,47,45 a 54 anos,Sudeste,48,25 a 48 meses,263.98,4,34.02,6,11,4,1,0.36363636363636365,61.51,0,3,1,1,10,4,1,0,0.0,0.8,Detrator
1469,51469,22,Até 24 anos,Sudeste,32,25 a 48 meses,192.77,6,27.24,11,11,2,1,0.18181818181818182,31.48,0,3,4,1,1,6,1,0,4.5,2.2,Detrator
1470,51470,48,45 a 54 anos,Sul,89,Mais de 72 meses,349.87,5,10.05,4,12,1,1,0.08333333333333333,35.87,0,2,1,1,9,3,1,1,2.7,8.3,Neutro
1471,51471,45,45 a 54 anos,Sul,35,25 a 48 meses,543.54,2,5.04,6,9,5,1,0.5555555555555556,43.56,0,2,0,0,3,4,1,0,2.7,1.4,Detrator
1472,51472,48,45 a 54 anos,Norte,80,Mais de 72 meses,234.17,1,42.49,11,5,1,1,0.2,40.51,0,3,1,1,7,2,1,1,2.8,8.0,Neutro
1473,51473,40,35 a 44 anos,Nordeste,48,25 a 48 meses,655.41,3,41.85,10,6,4,1,0.6666666666666666,28.99,0,2,2,1,2,4,1,0,2.9,3.3,Detrator
1474,51474,20,Até 24 anos,Sudeste,11,Até 12 meses,251.16,6,16.08,1,11,2,1,0.18181818181818182,59.45,0,3,2,1,0,5,1,0,5.8,5.6,Detrator
1475,51475,52,45 a 54 anos,Sudeste,76,Mais de 72 meses,415.49,1,0.8,5,6,3,1,0.5,50.8,0,1,0,0,8,4,1,0,2.1,2.4,Detrator
1476,51476,38,35 a 44 anos,Nordeste,111,Mais de 72 meses,585.43,3,18.34,11,6,3,1,0.5,44.05,0,2,0,0,11,3,1,0,0.9,3.1,Detrator
1477,51477,38,35 a 44 anos,Centro-Oeste,19,13 a 24 meses,115.59,5,41.51,4,6,3,1,0.5,49.34,0,3,1,1,4,3,1,0,3.0,4.0,Detrator
1478,51478,27,25 a 34 anos,Sul,52,49 a 72 meses,53.36,1,28.02,5,10,1,1,0.1,43.76,0,3,1,1,1,2,1,0,6.4,6.4,Detrator
1479,51479,29,25 a 34 anos,Sudeste,112,Mais de 72 meses,235.41,2,15.46,2,6,3,1,0.5,50.47,0,2,0,0,8,4,1,0,1.5,3.3,Detrator
1480,51480,44,35 a 44 anos,Norte,118,Mais de 72 meses,427.64,1,0.34,3,10,2,1,0.2,45.33,0,3,2,1,10,5,1,0,0.9,6.1,Detrator
1481,51481,54,45 a 54 anos,Sul,12,Até 12 meses,115.02,3,80.58,7,9,1,1,0.1111111111111111,37.96,0,2,0,0,7,3,1,0,3.8,4.0,Detrator
1482,51482,29,25 a 34 anos,Sudeste,101,Mais de 72 meses,87.28,1,13.01,4,13,4,1,0.3076923076923077,31.42,0,1,3,1,3,7,1,0,2.1,1.8,Detrator
1483,51483,40,35 a 44 anos,Nordeste,26,25 a 48 meses,211.81,3,6.76,8,8,1,1,0.125,26.44,0,3,0,0,6,2,1,1,4.2,9.5,Promotor
1484,51484,39,35 a 44 anos,Norte,49,49 a 72 meses,387.3,4,10.41,11,4,4,1,1.0,28.6,0,3,5,1,8,7,1,0,0.0,0.0,Detrator
1485,51485,40,35 a 44 anos,Norte,56,49 a 72 meses,98.69,4,15.38,11,10,2,1,0.2,45.74,0,1,2,1,8,7,1,0,0.5,0.9,Detrator
1486,51486,40,35 a 44 anos,Sul,40,25 a 48 meses,298.99,3,4.58,9,7,2,1,0.2857142857142857,24.98,0,1,3,1,5,5,1,0,2.0,2.9,Detrator
1487,51487,32,25 a 34 anos,Sudeste,80,Mais de 72 meses,401.35,6,102.81,8,10,4,1,0.4,51.3,0,3,0,0,9,3,1,0,0.0,5.8,Detrator
1488,51488,43,35 a 44 anos,Sudeste,6,Até 12 meses,156.64,1,31.41,4,12,1,1,0.08333333333333333,68.18,0,3,4,1,0,6,1,0,5.2,3.5,Detrator
1489,51489,45,45 a 54 anos,Norte,100,Mais de 72 meses,634.33,1,7.76,4,13,1,1,0.07692307692307693,43.16,0,3,0,0,11,1,1,1,3.1,8.1,Neutro
1490,51490,30,25 a 34 anos,Nordeste,101,Mais de 72 meses,102.23,5,22.56,5,5,3,1,0.6,28.58,0,1,0,0,0,2,1,0,7.9,6.6,Detrator
1491,51491,52,45 a 54 anos,Sudeste,59,49 a 72 meses,383.99,2,11.63,4,9,1,1,0.1111111111111111,49.46,0,3,0,0,4,1,1,1,6.2,9.3,Promotor
1492,51492,54,45 a 54 anos,Nordeste,3,Até 12 meses,1146.7,5,36.39,6,11,1,1,0.09090909090909091,23.64,0,2,4,1,7,6,1,0,0.5,2.7,Detrator
1493,51493,61,55 a 64 anos,Nordeste,17,13 a 24 meses,278.54,1,30.87,7,10,3,1,0.3,36.72,0,2,2,1,7,5,1,0,1.1,5.2,Detrator
1494,51494,55,55 a 64 anos,Sudeste,114,Mais de 72 meses,395.99,5,1.23,5,9,2,1,0.2222222222222222,40.41,0,2,1,1,8,5,1,0,2.9,5.1,Detrator
1495,51495,21,Até 24 anos,Nordeste,10,Até 12 meses,891.78,6,4.0,9,10,0,0,0.0,14.96,0,1,1,1,1,1,1,1,8.4,9.6,Promotor
1497,51497,64,55 a 64 anos,Sudeste,12,Até 12 meses,344.26,5,26.39,10,8,4,1,0.5,34.14,0,2,4,1,7,7,1,0,0.0,0.0,Detrator
1498,51498,54,45 a 54 anos,Sudeste,47,25 a 48 meses,338.2,2,19.02,3,3,1,1,0.3333333333333333,41.31,0,3,2,1,0,4,1,0,6.8,7.7,Neutro
1499,51499,25,25 a 34 anos,Centro-Oeste,68,49 a 72 meses,672.84,1,39.5,4,6,2,1,0.3333333333333333,25.88,0,2,0,0,7,1,1,0,4.4,6.9,Detrator
1500,51500,51,45 a 54 anos,Sudeste,82,Mais de 72 meses,411.08,5,26.7,5,8,1,1,0.125,52.95,0,1,2,1,2,5,1,0,5.4,3.7,Detrator
1501,51501,19,Até 24 anos,Norte,18,13 a 24 meses,507.76,2,39.16,10,5,1,1,0.2,41.88,0,3,2,1,5,6,1,0,3.7,4.6,Detrator
1502,51502,25,25 a 34 anos,Norte,34,25 a 48 meses,372.06,2,1.21,10,11,1,1,0.09090909090909091,35.07,0,1,0,0,10,1,1,1,1.9,8.8,Neutro
1503,51503,42,35 a 44 anos,Nordeste,32,25 a 48 meses,398.1,2,38.72,1,8,1,1,0.125,65.16,0,2,0,0,5,2,1,0,5.5,7.2,Neutro
1504,51504,44,35 a 44 anos,Sudeste,86,Mais de 72 meses,206.08,1,34.26,11,6,2,1,0.3333333333333333,23.38,0,3,1,1,8,3,1,0,1.5,5.0,Detrator
1505,51505,28,25 a 34 anos,Sudeste,47,25 a 48 meses,255.69,3,4.34,10,4,3,1,0.75,45.43,0,2,4,1,0,8,1,0,2.5,2.1,Detrator
1506,51506,34,25 a 34 anos,Sul,25,25 a 48 meses,384.22,6,10.71,6,7,2,1,0.2857142857142857,17.16,0,3,2,1,6,4,1,0,1.0,3.5,Detrator
1507,51507,47,45 a 54 anos,Sul,110,Mais de 72 meses,273.91,5,5.82,3,9,1,1,0.1111111111111111,43.3,0,2,2,1,6,5,1,0,3.2,6.6,Detrator
1508,51508,68,65 anos ou mais,Sudeste,33,25 a 48 meses,132.71,2,42.15,3,4,4,1,1.0,45.22,0,1,2,1,8,5,1,0,0.0,0.1,Detrator
1509,51509,55,55 a 64 anos,Centro-Oeste,14,13 a 24 meses,230.48,6,15.3,5,13,2,1,0.15384615384615385,15.72,0,2,2,1,4,4,1,0,4.2,3.4,Detrator
1510,51510,27,25 a 34 anos,Nordeste,115,Mais de 72 meses,704.45,6,2.81,7,6,0,0,0.0,33.35,0,1,4,1,5,6,1,0,2.9,2.9,Detrator
1511,51511,51,45 a 54 anos,Norte,113,Mais de 72 meses,217.88,6,63.54,2,11,5,1,0.45454545454545453,46.34,0,1,2,1,6,8,1,0,0.0,0.0,Detrator
1512,51512,32,25 a 34 anos,Sul,58,49 a 72 meses,375.46,6,10.18,1,8,3,1,0.375,26.92,0,1,0,0,10,5,1,0,1.1,1.3,Detrator
1513,51513,39,35 a 44 anos,Sul,34,25 a 48 meses,219.83,2,51.71,3,12,6,1,0.5,30.04,0,2,0,0,5,3,1,0,0.5,1.9,Detrator
1514,51514,42,35 a 44 anos,Nordeste,48,25 a 48 meses,253.67,3,11.0,9,14,4,1,0.2857142857142857,51.28,0,1,3,1,4,6,1,0,0.0,1.8,Detrator
1515,51515,31,25 a 34 anos,Norte,4,Até 12 meses,440.81,5,13.03,4,8,2,1,0.25,44.41,0,1,1,1,3,3,1,0,5.2,4.5,Detrator
1517,51517,62,55 a 64 anos,Norte,105,Mais de 72 meses,469.56,6,20.72,7,7,3,1,0.42857142857142855,23.79,0,1,2,1,6,5,1,0,1.2,2.7,Detrator
1518,51518,34,25 a 34 anos,Norte,90,Mais de 72 meses,111.53,4,40.19,9,8,3,1,0.375,28.38,0,3,1,1,2,3,1,0,4.6,2.3,Detrator
1519,51519,60,55 a 64 anos,Norte,58,49 a 72 meses,115.9,4,74.51,3,5,1,1,0.2,29.78,0,3,0,0,1,5,1,0,8.8,5.7,Detrator
1520,51520,19,Até 24 anos,Sudeste,113,Mais de 72 meses,198.1,3,3.57,1,2,1,1,0.5,31.99,0,3,2,1,10,4,1,0,1.3,6.6,Detrator
1521,51521,46,45 a 54 anos,Norte,88,Mais de 72 meses,866.71,6,48.85,1,5,4,1,0.8,43.48,0,3,0,0,4,6,1,0,3.1,2.6,Detrator
1522,51522,38,35 a 44 anos,Sudeste,85,Mais de 72 meses,453.73,4,8.69,1,6,5,1,0.8333333333333334,15.44,0,2,1,1,8,6,1,0,0.0,0.0,Detrator
1523,51523,65,65 anos ou mais,Norte,51,49 a 72 meses,267.38,3,32.21,3,2,1,1,0.5,36.99,0,1,2,1,3,6,1,0,3.2,4.4,Detrator
1524,51524,19,Até 24 anos,Centro-Oeste,36,25 a 48 meses,232.29,3,16.87,6,13,2,1,0.15384615384615385,44.73,0,1,2,1,0,4,1,0,5.4,6.3,Detrator
1525,51525,69,65 anos ou mais,Sul,96,Mais de 72 meses,262.47,1,28.2,5,2,2,1,1.0,31.43,0,2,1,1,3,3,1,0,4.6,6.0,Detrator
1526,51526,49,45 a 54 anos,Centro-Oeste,89,Mais de 72 meses,14.58,3,2.02,3,14,1,1,0.07142857142857142,48.92,1,1,3,1,2,6,1,0,4.1,0.0,Detrator
1527,51527,25,25 a 34 anos,Norte,56,49 a 72 meses,312.04,3,9.09,6,7,0,0,0.0,12.04,0,3,0,0,4,2,1,1,7.4,10.0,Promotor
1528,51528,53,45 a 54 anos,Sudeste,43,25 a 48 meses,525.0,1,8.5,2,7,3,1,0.42857142857142855,35.24,0,3,2,1,10,7,1,0,0.0,0.0,Detrator
1529,51529,44,35 a 44 anos,Nordeste,18,13 a 24 meses,268.09,4,13.46,8,7,3,1,0.42857142857142855,29.51,0,2,3,1,11,7,1,0,0.0,0.9,Detrator
1530,51530,44,35 a 44 anos,Sudeste,80,Mais de 72 meses,404.4,2,12.49,10,5,5,1,1.0,25.46,0,2,1,1,10,4,1,0,0.0,0.7,Detrator
1531,51531,59,55 a 64 anos,Norte,80,Mais de 72 meses,427.38,2,11.99,9,12,4,1,0.3333333333333333,33.5,0,1,2,1,11,4,1,0,0.0,1.8,Detrator
1532,51532,40,35 a 44 anos,Centro-Oeste,34,25 a 48 meses,595.57,4,3.81,9,14,3,1,0.21428571428571427,43.9,0,1,1,1,6,4,1,0,3.4,4.9,Detrator
1533,51533,29,25 a 34 anos,Sudeste,76,Mais de 72 meses,679.11,1,10.05,5,11,1,1,0.09090909090909091,44.97,0,1,0,0,0,1,1,1,8.3,8.4,Neutro
1534,51534,23,Até 24 anos,Centro-Oeste,110,Mais de 72 meses,453.33,5,129.59,8,2,2,1,1.0,42.95,0,1,2,1,7,5,1,0,1.9,0.0,Detrator
1536,51536,41,35 a 44 anos,Nordeste,51,49 a 72 meses,453.95,2,19.2,6,6,0,0,0.0,34.17,0,2,3,1,6,6,1,0,3.3,2.6,Detrator
1537,51537,54,45 a 54 anos,Norte,95,Mais de 72 meses,864.07,6,23.97,10,7,1,1,0.14285714285714285,18.65,0,1,0,0,8,4,1,0,3.2,5.6,Detrator
1538,51538,42,35 a 44 anos,Sul,102,Mais de 72 meses,908.39,4,26.94,9,4,1,1,0.25,44.67,0,1,1,1,2,2,1,0,6.3,6.8,Detrator
1539,51539,37,35 a 44 anos,Sul,83,Mais de 72 meses,1111.05,5,91.4,9,6,2,1,0.3333333333333333,42.64,0,3,2,1,5,6,1,0,0.7,5.7,Detrator
1540,51540,64,55 a 64 anos,Norte,102,Mais de 72 meses,357.46,4,66.51,10,6,1,1,0.16666666666666666,27.88,0,3,3,1,11,6,1,0,0.1,4.3,Detrator
1541,51541,62,55 a 64 anos,Norte,45,25 a 48 meses,719.25,4,5.28,6,2,2,1,1.0,34.49,0,1,1,1,0,4,1,1,6.7,8.2,Neutro
1542,51542,54,45 a 54 anos,Sudeste,74,Mais de 72 meses,44.28,5,12.11,10,2,1,1,0.5,11.14,0,1,3,1,1,6,1,0,4.6,3.6,Detrator
1543,51543,23,Até 24 anos,Centro-Oeste,40,25 a 48 meses,307.57,5,13.19,5,12,0,0,0.0,54.67,0,1,3,1,1,3,1,1,5.8,8.9,Neutro
1544,51544,38,35 a 44 anos,Norte,49,49 a 72 meses,170.59,2,6.35,2,12,0,0,0.0,32.01,0,2,2,1,9,3,1,0,3.1,6.0,Detrator
1545,51545,48,45 a 54 anos,Centro-Oeste,119,Mais de 72 meses,1476.68,3,3.85,11,3,2,1,0.6666666666666666,40.35,0,1,3,1,10,5,1,0,0.0,3.4,Detrator
1546,51546,50,45 a 54 anos,Sul,36,25 a 48 meses,47.58,1,46.01,9,12,1,1,0.08333333333333333,35.74,0,1,1,1,9,3,1,0,2.0,5.6,Detrator
1547,51547,65,65 anos ou mais,Sul,22,13 a 24 meses,1219.79,1,102.07,9,12,1,1,0.08333333333333333,11.63,0,1,4,1,9,6,1,0,0.0,3.2,Detrator
1548,51548,34,25 a 34 anos,Norte,26,25 a 48 meses,353.5,2,42.17,5,2,1,1,0.5,47.19,0,2,1,1,11,4,1,0,1.7,4.3,Detrator
1549,51549,50,45 a 54 anos,Sudeste,105,Mais de 72 meses,512.99,4,8.36,1,7,3,1,0.42857142857142855,66.01,0,2,1,1,7,5,1,0,1.5,3.4,Detrator
1551,51551,19,Até 24 anos,Nordeste,73,Mais de 72 meses,534.5,4,2.36,11,13,0,0,0.0,44.0,0,3,0,0,11,0,0,0,3.2,7.8,Neutro
1552,51552,57,55 a 64 anos,Centro-Oeste,25,25 a 48 meses,309.7,5,50.56,8,7,3,1,0.42857142857142855,40.94,0,2,4,1,10,7,1,0,0.0,0.0,Detrator
1553,51553,50,45 a 54 anos,Sudeste,89,Mais de 72 meses,143.7,3,2.63,2,14,1,1,0.07142857142857142,23.55,0,3,2,1,6,5,1,0,2.7,3.8,Detrator
1554,51554,19,Até 24 anos,Sudeste,9,Até 12 meses,606.49,5,39.05,1,2,2,1,1.0,46.72,0,1,0,0,8,3,1,0,3.1,1.8,Detrator
1555,51555,62,55 a 64 anos,Sudeste,19,13 a 24 meses,549.62,1,3.84,6,9,1,1,0.1111111111111111,41.44,0,1,2,1,11,5,1,0,0.1,4.7,Detrator
1556,51556,31,25 a 34 anos,Sudeste,99,Mais de 72 meses,103.61,1,0.89,9,14,3,1,0.21428571428571427,51.47,0,2,1,1,10,4,1,0,0.0,6.0,Detrator
1557,51557,20,Até 24 anos,Sudeste,90,Mais de 72 meses,555.71,2,85.85,11,9,2,1,0.2222222222222222,54.49,0,2,2,1,3,5,1,0,3.9,5.4,Detrator
1558,51558,43,35 a 44 anos,Nordeste,74,Mais de 72 meses,72.55,5,3.81,11,8,5,1,0.625,22.71,0,3,4,1,8,9,1,0,0.0,0.0,Detrator
1560,51560,29,25 a 34 anos,Sul,10,Até 12 meses,531.99,6,47.06,7,5,1,1,0.2,36.61,0,2,1,1,3,5,1,0,6.3,5.0,Detrator
1561,51561,68,65 anos ou mais,Sul,60,49 a 72 meses,445.34,4,10.14,11,2,2,1,1.0,35.94,0,3,3,1,4,5,1,0,3.1,5.8,Detrator
1562,51562,26,25 a 34 anos,Centro-Oeste,70,49 a 72 meses,647.05,3,27.03,4,3,2,1,0.6666666666666666,31.69,0,3,0,0,0,3,1,1,7.2,8.0,Neutro
1563,51563,21,Até 24 anos,Norte,73,Mais de 72 meses,493.06,3,43.42,6,7,2,1,0.2857142857142857,35.2,0,3,1,1,8,3,1,0,2.6,5.3,Detrator
1564,51564,22,Até 24 anos,Centro-Oeste,57,49 a 72 meses,352.7,6,23.54,7,7,2,1,0.2857142857142857,39.12,0,2,1,1,3,3,1,0,4.0,6.8,Detrator
1565,51565,22,Até 24 anos,Sul,107,Mais de 72 meses,220.97,1,17.84,6,4,3,1,0.75,56.08,0,2,1,1,10,6,1,0,0.0,2.3,Detrator
1566,51566,29,25 a 34 anos,Nordeste,1,Até 12 meses,441.31,5,23.95,3,13,0,0,0.0,43.87,0,3,4,1,2,6,1,0,5.2,7.0,Neutro
1567,51567,62,55 a 64 anos,Norte,67,49 a 72 meses,556.82,4,54.07,2,12,4,1,0.3333333333333333,38.17,0,2,1,1,11,3,1,0,0.0,1.9,Detrator
1568,51568,28,25 a 34 anos,Nordeste,114,Mais de 72 meses,408.58,3,24.81,10,3,3,1,1.0,41.4,0,3,1,1,8,3,1,0,1.6,3.7,Detrator
1569,51569,45,45 a 54 anos,Nordeste,36,25 a 48 meses,345.83,1,34.27,5,14,2,1,0.14285714285714285,29.5,0,2,1,1,6,4,1,0,2.8,5.4,Detrator
1570,51570,44,35 a 44 anos,Norte,52,49 a 72 meses,114.65,1,28.48,2,8,3,1,0.375,48.27,0,2,2,1,3,4,1,0,2.7,3.9,Detrator
1571,51571,39,35 a 44 anos,Sul,96,Mais de 72 meses,106.07,5,23.41,7,11,3,1,0.2727272727272727,21.37,0,1,2,1,1,5,1,0,3.4,4.3,Detrator
1572,51572,20,Até 24 anos,Sudeste,102,Mais de 72 meses,269.86,3,60.74,3,11,2,1,0.18181818181818182,31.3,0,2,3,1,9,5,1,0,0.0,1.8,Detrator
1573,51573,38,35 a 44 anos,Centro-Oeste,24,13 a 24 meses,483.15,1,10.94,9,13,3,1,0.23076923076923078,42.59,0,3,2,1,3,4,1,0,2.9,3.4,Detrator
1574,51574,28,25 a 34 anos,Sul,79,Mais de 72 meses,126.99,2,35.53,6,7,2,1,0.2857142857142857,38.78,0,3,2,1,8,4,1,0,0.7,5.0,Detrator
1575,51575,45,45 a 54 anos,Nordeste,109,Mais de 72 meses,243.3,4,41.2,6,5,3,1,0.6,58.33,0,1,2,1,3,5,1,0,2.2,2.6,Detrator
